"","PROBEID","GENENAME","ORF"
"7063","7787_at","TAF3","YPL011C"
"7064","7788_at","LGE1","YPL055C"
"7065","7789_at","LEE1","YPL054W"
"7066","7790_at","KTR6","YPL053C"
"7067","7791_at","OAZ1","YPL052W"
"7068","7792_at","ARL3","YPL051W"
"7069","7793_at","MNN9","YPL050C"
"7070","7794_at","DIG1","YPL049C"
"7071","7795_at","CAM1","YPL048W"
"7072","7796_at","SGF11","YPL047W"
"7073","7797_at","ELC1","YPL046C"
"7074","7798_at","VPS16","YPL045W"
"7075","7799_at",NA,"YPL044C"
"7076","7800_at","NOP4","YPL043W"
"7077","7801_at","SSN3","YPL042C"
"7078","7802_at","MRX11","YPL041C"
"7079","7803_at","ISM1","YPL040C"
"7080","7804_at",NA,"YPL039W"
"7081","7805_at","MET31","YPL038W"
"7082","7806_at","EGD1","YPL037C"
"7083","7807_at","PMA2","YPL036W"
"7084","7808_at",NA,"YPL035C"
"7085","7809_at",NA,"YPL034W"
"7086","7810_at","SRL4","YPL033C"
"7087","7811_at","RPL21B","YPL079W"
"7088","7812_at","ATP4","YPL078C"
"7089","7813_at",NA,"YPL077C"
"7090","7814_at","GPI2","YPL076W"
"7091","7815_at","YTA6","YPL074W"
"7092","7816_at",NA,"YPL073C"
"7093","7817_at","UBP16","YPL072W"
"7094","7818_at",NA,"YPL071C"
"7095","7819_at","MUK1","YPL070W"
"7096","7820_at","BTS1","YPL069C"
"7097","7821_at",NA,"YPL068C"
"7098","7822_at",NA,"YPL067C"
"7099","7823_at","RGL1","YPL066W"
"7100","7824_at","VPS28","YPL065W"
"7101","7825_at","CWC27","YPL064C"
"7102","7826_at","TIM50","YPL063W"
"7103","7827_at",NA,"YPL062W"
"7104","7828_at","ALD6","YPL061W"
"7105","7829_at","MFM1","YPL060W"
"7106","7830_at","GRX5","YPL059W"
"7107","7831_at","PDR12","YPL058C"
"7108","7832_at","SUR1","YPL057C"
"7109","7833_at","LCL1","YPL056C"
"7110","7834_at","ELP4","YPL101W"
"7111","7835_at","ATG21","YPL100W"
"7112","7836_at","INA17","YPL099C"
"7113","7837_at","MGR2","YPL098C"
"7114","7838_at","MSY1","YPL097W"
"7115","7839_at","PNG1","YPL096W"
"7116","7840_at","EEB1","YPL095C"
"7117","7841_at","SEC62","YPL094C"
"7118","7842_at","NOG1","YPL093W"
"7119","7843_at","SSU1","YPL092W"
"7120","7844_at","GLR1","YPL091W"
"7121","7845_s_at","RPS6A","YPL090C"
"7122","7846_at","RLM1","YPL089C"
"7123","7847_at",NA,"YPL088W"
"7124","7848_at","YDC1","YPL087W"
"7125","7849_at","ELP3","YPL086C"
"7126","7850_at","SEC16","YPL085W"
"7127","7851_at","BRO1","YPL084W"
"7128","7852_at","SEN54","YPL083C"
"7129","7853_at","MOT1","YPL082C"
"7130","7854_i_at","RPS9A","YPL081W"
"7131","7855_f_at","RPS9A","YPL081W"
"7132","7856_at",NA,"YPL080C"
"7133","7857_at","RNY1","YPL123C"
"7134","7858_at","TFB2","YPL122C"
"7135","7859_at","MEI5","YPL121C"
"7136","7860_at","VPS30","YPL120W"
"7137","7861_at","DBP1","YPL119C"
"7138","7862_at","MRP51","YPL118W"
"7139","7863_at","IDI1","YPL117C"
"7140","7864_at","HOS3","YPL116W"
"7141","7865_at","BEM3","YPL115C"
"7142","7866_at",NA,"YPL114W"
"7143","7867_at",NA,"YPL113C"
"7144","7868_at","PEX25","YPL112C"
"7145","7869_at","CAR1","YPL111W"
"7146","7870_at","GDE1","YPL110C"
"7147","7871_at",NA,"YPL109C"
"7148","7872_at",NA,"YPL108W"
"7149","7873_at",NA,"YPL107W"
"7150","7874_at","SSE1","YPL106C"
"7151","7875_at","SYH1","YPL105C"
"7152","7876_at","MSD1","YPL104W"
"7153","7877_at","FMP30","YPL103C"
"7154","7878_at",NA,"YPL102C"
"7155","7879_at","NOP53","YPL146C"
"7156","7880_at","KES1","YPL145C"
"7157","7881_at","POC4","YPL144W"
"7158","7882_f_at","RPL33A","YPL143W"
"7159","7883_at",NA,"YPL142C"
"7160","7884_at","FRK1","YPL141C"
"7161","7885_at","MKK2","YPL140C"
"7162","7886_at","UME1","YPL139C"
"7163","7887_at","SPP1","YPL138C"
"7164","7888_at","GIP3","YPL137C"
"7165","7889_at",NA,"YPL136W"
"7166","7890_at","ISU1","YPL135W"
"7167","7891_at","ODC1","YPL134C"
"7168","7892_at","RDS2","YPL133C"
"7169","7893_at","COX11","YPL132W"
"7170","7894_at","RPL5","YPL131W"
"7171","7895_at","SPO19","YPL130W"
"7172","7896_at","TAF14","YPL129W"
"7173","7897_at","TBF1","YPL128C"
"7174","7898_at","HHO1","YPL127C"
"7175","7899_at","NAN1","YPL126W"
"7176","7900_at","KAP120","YPL125W"
"7177","7901_at","SPC29","YPL124W"
"7178","7902_at","MRX4","YPL168W"
"7179","7903_at","REV3","YPL167C"
"7180","7904_at","ATG29","YPL166W"
"7181","7905_at","SET6","YPL165C"
"7182","7906_at","MLH3","YPL164C"
"7183","7907_at","SVS1","YPL163C"
"7184","7908_at",NA,"YPL162C"
"7185","7909_at","BEM4","YPL161C"
"7186","7910_at","CDC60","YPL160W"
"7187","7911_at","PET20","YPL159C"
"7188","7912_at","AIM44","YPL158C"
"7189","7913_at","TGS1","YPL157W"
"7190","7914_at","PRM4","YPL156C"
"7191","7915_at","KIP2","YPL155C"
"7192","7916_at","PEP4","YPL154C"
"7193","7917_at","RAD53","YPL153C"
"7194","7918_at","RRD2","YPL152W"
"7195","7919_at","PRP46","YPL151C"
"7196","7920_at",NA,"YPL150W"
"7197","7921_at","ATG5","YPL149W"
"7198","7922_at","PPT2","YPL148C"
"7199","7923_at","PXA1","YPL147W"
"7200","7924_at","NAB3","YPL190C"
"7201","7925_at","GUP2","YPL189W"
"7202","7926_at","POS5","YPL188W"
"7203","7927_at","MF(ALPHA)1","YPL187W"
"7204","7928_at","UIP4","YPL186C"
"7205","7929_at",NA,"YPL185W"
"7206","7930_at","MRN1","YPL184C"
"7207","7931_at","RTC6","YPL183W-A"
"7208","7932_at","RTT10","YPL183C"
"7209","7933_at",NA,"YPL182C"
"7210","7934_at","CTI6","YPL181W"
"7211","7935_at","TCO89","YPL180W"
"7212","7936_at","PPQ1","YPL179W"
"7213","7937_at","CBC2","YPL178W"
"7214","7938_at","CUP9","YPL177C"
"7215","7939_at","TRE1","YPL176C"
"7216","7940_at","SPT14","YPL175W"
"7217","7941_at","NIP100","YPL174C"
"7218","7942_at","MRPL40","YPL173W"
"7219","7943_at","COX10","YPL172C"
"7220","7944_at","OYE3","YPL171C"
"7221","7945_at","DAP1","YPL170W"
"7222","7946_at","MEX67","YPL169C"
"7223","7947_at","NIP7","YPL211W"
"7224","7948_at","SRP72","YPL210C"
"7225","7949_at","IPL1","YPL209C"
"7226","7950_at","RKM1","YPL208W"
"7227","7951_at","TYW1","YPL207W"
"7228","7952_at","PGC1","YPL206C"
"7229","7953_at",NA,"YPL205C"
"7230","7954_at","HRR25","YPL204W"
"7231","7955_at","TPK2","YPL203W"
"7232","7956_at","AFT2","YPL202C"
"7233","7957_at","YIG1","YPL201C"
"7234","7958_at","CSM4","YPL200W"
"7235","7959_at",NA,"YPL199C"
"7236","7960_i_at","RPL7B","YPL198W"
"7237","7961_f_at","RPL7B","YPL198W"
"7238","7962_s_at","RPL7B","YPL198W"
"7239","7963_at",NA,"YPL197C"
"7240","7964_at","OXR1","YPL196W"
"7241","7965_at","APL5","YPL195W"
"7242","7966_at","DDC1","YPL194W"
"7243","7967_at","RSA1","YPL193W"
"7244","7968_at","PRM3","YPL192C"
"7245","7969_at",NA,"YPL191C"
"7246","7970_at","VMA11","YPL234C"
"7247","7971_at","NSL1","YPL233W"
"7248","7972_at","SSO1","YPL232W"
"7249","7973_at","FAS2","YPL231W"
"7250","7974_at","USV1","YPL230W"
"7251","7975_at",NA,"YPL229W"
"7252","7976_at","CET1","YPL228W"
"7253","7977_at","ALG5","YPL227C"
"7254","7978_at","NEW1","YPL226W"
"7255","7979_at",NA,"YPL225W"
"7256","7980_at","MMT2","YPL224C"
"7257","7981_at","GRE1","YPL223C"
"7258","7982_at","FMP40","YPL222W"
"7259","7983_at","FLC1","YPL221W"
"7260","7984_s_at","RPL1A","YPL220W"
"7261","7985_at","PCL8","YPL219W"
"7262","7986_at","SAR1","YPL218W"
"7263","7987_at","BMS1","YPL217C"
"7264","7988_at",NA,"YPL216W"
"7265","7989_at","CBP3","YPL215W"
"7266","7990_at","THI6","YPL214C"
"7267","7991_at","LEA1","YPL213W"
"7268","7992_at","PUS1","YPL212C"
"7269","7993_at","CLN2","YPL256C"
"7270","7994_at","BBP1","YPL255W"
"7271","7995_at","HFI1","YPL254W"
"7272","7996_at","VIK1","YPL253C"
"7273","7997_at","YAH1","YPL252C"
"7274","7998_at",NA,"YPL251W"
"7275","7999_at","ATG41","YPL250C"
"7276","8000_i_at","RPL36B","YPL249C-A"
"7277","8001_at","GYP5","YPL249C"
"7278","8002_at","GAL4","YPL248C"
"7279","8003_at",NA,"YPL247C"
"7280","8004_at","RBD2","YPL246C"
"7281","8005_at",NA,"YPL245W"
"7282","8006_at","HUT1","YPL244C"
"7283","8007_at","SRP68","YPL243W"
"7284","8008_at","IQG1","YPL242C"
"7285","8009_at","CIN2","YPL241C"
"7286","8010_i_at","HSP82","YPL240C"
"7287","8011_at","YAR1","YPL239W"
"7288","8012_at",NA,"YPL238C"
"7289","8013_at","SUI3","YPL237W"
"7290","8014_at","ENV7","YPL236C"
"7291","8015_at","RVB2","YPL235W"
"7292","8016_at",NA,NA
"7293","8017_at",NA,NA
"7294","8018_i_at",NA,"YPL277C"
"7295","8019_s_at",NA,"YPL277C"
"7296","8020_s_at",NA,"YPL276W"
"7297","8021_at","SAM3","YPL274W"
"7298","8022_at","SAM4","YPL273W"
"7299","8023_at","PBI1","YPL272C"
"7300","8024_at","ATP15","YPL271W"
"7301","8025_at","MDL2","YPL270W"
"7302","8026_at","KAR9","YPL269W"
"7303","8027_at","PLC1","YPL268W"
"7304","8028_at","ACM1","YPL267W"
"7305","8029_at","DIM1","YPL266W"
"7306","8030_at","DIP5","YPL265W"
"7307","8031_at",NA,"YPL264C"
"7308","8032_at","KEL3","YPL263C"
"7309","8033_at","FUM1","YPL262W"
"7310","8034_at",NA,"YPL261C"
"7311","8035_at","CUB1","YPL260W"
"7312","8036_at","APM1","YPL259C"
"7313","8037_at","THI21","YPL258C"
"7314","8038_at",NA,"YPL257W"
"7315","8039_at",NA,NA
"7316","8040_at",NA,NA
"7317","8041_at",NA,NA
"7318","8042_at",NA,NA
"7319","8043_at",NA,NA
"7320","8044_at",NA,NA
"7321","8045_at",NA,NA
"7322","8046_at",NA,NA
"7323","8047_at",NA,NA
"7324","8048_at",NA,NA
"7325","8049_at",NA,NA
"7326","8050_at",NA,NA
"7327","8051_i_at",NA,NA
"7328","8052_r_at",NA,NA
"7329","8053_at",NA,NA
"7330","8054_at",NA,NA
"7331","8055_i_at","CEN15","CEN15"
"7332","8056_at",NA,NA
"7333","8057_i_at",NA,NA
"7334","8058_r_at",NA,NA
"7335","8059_at",NA,NA
"7336","8060_at",NA,NA
"7337","8061_at",NA,NA
"7338","8062_at",NA,NA
"7339","8063_at",NA,NA
"7340","8064_at",NA,NA
"7341","8065_at",NA,NA
"7342","8066_at",NA,NA
"7343","8067_i_at",NA,NA
"7344","8068_at",NA,NA
"7345","8069_at",NA,NA
"7346","8070_at",NA,NA
"7347","8071_f_at",NA,NA
"7348","8072_i_at",NA,NA
"7349","8073_f_at",NA,NA
"7350","8074_s_at",NA,NA
"7351","8075_s_at",NA,NA
"7352","8076_at",NA,NA
"7353","8077_at",NA,NA
"7354","8078_at",NA,NA
"7355","8079_s_at",NA,NA
"7356","8080_at",NA,NA
"7357","8081_at",NA,NA
"7358","8082_at",NA,NA
"7359","8083_at",NA,NA
"7360","8084_at",NA,NA
"7361","8085_at",NA,NA
"7362","8086_at",NA,NA
"7363","8087_at",NA,NA
"7364","8088_i_at",NA,NA
"7365","8089_at",NA,NA
"7366","8090_at",NA,NA
"7367","8091_at",NA,NA
"7368","8092_i_at",NA,NA
"7369","8093_r_at",NA,NA
"7370","8094_f_at",NA,NA
"7371","8095_at",NA,NA
"7372","8096_at",NA,NA
"7373","8097_i_at",NA,NA
"7374","8098_at",NA,NA
"7375","8099_at",NA,NA
"7376","8100_at",NA,NA
"7377","8101_at",NA,NA
"7378","8102_at",NA,NA
"7379","8103_at",NA,NA
"7380","8104_at",NA,NA
"7381","8105_at",NA,NA
"7382","8106_at",NA,NA
"7383","8107_at",NA,NA
"7384","8108_at",NA,NA
"7385","8109_at",NA,NA
"7386","8110_at",NA,NA
"7387","8111_g_at",NA,NA
"7388","8112_at",NA,NA
"7389","8113_at",NA,NA
"7390","8114_i_at",NA,NA
"7391","8115_f_at",NA,NA
"7392","8116_f_at",NA,NA
"7393","8117_i_at",NA,NA
"7394","8118_i_at",NA,NA
"7395","8119_f_at",NA,NA
"7396","8120_at",NA,NA
"7397","8121_at",NA,NA
"7398","8122_at",NA,NA
"7399","8123_at",NA,NA
"7400","8124_at",NA,NA
"7401","8125_at",NA,NA
"7402","8126_at",NA,NA
"7403","8127_at",NA,NA
"7404","8128_at",NA,NA
"7405","8129_at",NA,NA
"7406","8130_at",NA,NA
"7407","8131_at",NA,NA
"7408","8132_at",NA,NA
"7409","8133_at",NA,NA
"7410","8134_at",NA,NA
"7411","8135_at",NA,NA
"7412","8136_at",NA,NA
"7413","8137_at",NA,NA
"7414","8138_at","FRE5","YOR384W"
"7415","8139_at",NA,"YOR385W"
"7416","8140_at","PHR1","YOR386W"
"7417","8141_at",NA,"YOR387C"
"7418","8142_s_at","FDH1","YOR388C"
"7419","8143_at",NA,"YOR389W"
"7420","8144_g_at",NA,"YOR389W"
"7421","8145_s_at","FEX1","YOR390W"
"7422","8146_at",NA,"YOR392W"
"7423","8147_s_at","PAU21","YOR394W"
"7424","8148_at",NA,"YOL013W-A"
"7425","8149_at",NA,"YOL038C-A"
"7426","8150_s_at","VPS5","YOR069W"
"7427","8151_s_at","CDC21","YOR074C"
"7428","8152_f_at","CDC21","YOR074C"
"7429","8153_at",NA,NA
"7430","8154_at",NA,NA
"7431","8155_at",NA,NA
"7432","8156_g_at",NA,NA
"7433","8157_at",NA,NA
"7434","8158_g_at",NA,NA
"7435","8159_at",NA,NA
"7436","8160_at",NA,NA
"7437","8161_at","PRE10","YOR362C"
"7438","8162_at","PIP2","YOR363C"
"7439","8163_at",NA,"YOR364W"
"7440","8164_at",NA,"YOR365C"
"7441","8165_at",NA,"YOR366W"
"7442","8166_at","SCP1","YOR367W"
"7443","8167_at","RAD17","YOR368W"
"7444","8168_at","RPS12","YOR369C"
"7445","8169_at","MRS6","YOR370C"
"7446","8170_at","GPB1","YOR371C"
"7447","8171_at","NDD1","YOR372C"
"7448","8172_at","NUD1","YOR373W"
"7449","8173_at","ALD4","YOR374W"
"7450","8174_at","GDH1","YOR375C"
"7451","8175_at",NA,"YOR376W"
"7452","8176_at","ATF1","YOR377W"
"7453","8177_at","AMF1","YOR378W"
"7454","8178_at",NA,"YOR379C"
"7455","8179_at","RDR1","YOR380W"
"7456","8180_at","FRE3","YOR381W"
"7457","8181_at","FIT2","YOR382W"
"7458","8182_at","FIT3","YOR383C"
"7459","8183_at","UBC11","YOR339C"
"7460","8184_at","RPA43","YOR340C"
"7461","8185_at","RPA190","YOR341W"
"7462","8186_at",NA,"YOR342C"
"7463","8187_at",NA,"YOR343C"
"7464","8188_at","TYE7","YOR344C"
"7465","8189_at",NA,"YOR345C"
"7466","8190_at","REV1","YOR346W"
"7467","8191_at","PYK2","YOR347C"
"7468","8192_at","PUT4","YOR348C"
"7469","8193_at","CIN1","YOR349W"
"7470","8194_at","MNE1","YOR350C"
"7471","8195_at","MEK1","YOR351C"
"7472","8196_at","TFB6","YOR352W"
"7473","8197_at","SOG2","YOR353C"
"7474","8198_at","MSC6","YOR354C"
"7475","8199_at","GDS1","YOR355W"
"7476","8200_at","CIR2","YOR356W"
"7477","8201_at","SNX3","YOR357C"
"7478","8202_at","HAP5","YOR358W"
"7479","8203_at","VTS1","YOR359W"
"7480","8204_at","PDE2","YOR360C"
"7481","8205_at","PRT1","YOR361C"
"7482","8206_at","COT1","YOR316C"
"7483","8207_at","FAA1","YOR317W"
"7484","8208_at",NA,"YOR318C"
"7485","8209_at","HSH49","YOR319W"
"7486","8210_at","GNT1","YOR320C"
"7487","8211_at","PMT3","YOR321W"
"7488","8212_at","LDB19","YOR322C"
"7489","8213_at","PRO2","YOR323C"
"7490","8214_at","FRT1","YOR324C"
"7491","8215_at",NA,"YOR325W"
"7492","8216_at","MYO2","YOR326W"
"7493","8217_at","SNC2","YOR327C"
"7494","8218_at","PDR10","YOR328W"
"7495","8219_at","SCD5","YOR329C"
"7496","8220_at","MIP1","YOR330C"
"7497","8221_at",NA,"YOR331C"
"7498","8222_at","VMA4","YOR332W"
"7499","8223_at",NA,"YOR333C"
"7500","8224_at","MRS2","YOR334W"
"7501","8225_at","ALA1","YOR335C"
"7502","8226_at","KRE5","YOR336W"
"7503","8227_at","TEA1","YOR337W"
"7504","8228_at",NA,"YOR338W"
"7505","8229_at","TIM18","YOR297C"
"7506","8230_at","MUM3","YOR298W"
"7507","8231_at","MBF1","YOR298C-A"
"7508","8232_at","BUD7","YOR299W"
"7509","8233_g_at","BUD7","YOR299W"
"7510","8234_at",NA,"YOR300W"
"7511","8235_at","RAX1","YOR301W"
"7512","8236_at",NA,"YOR302W"
"7513","8237_at","CPA1","YOR303W"
"7514","8238_at","ISW2","YOR304W"
"7515","8239_at","BIL1","YOR304C-A"
"7516","8240_at","RRG7","YOR305W"
"7517","8241_at","MCH5","YOR306C"
"7518","8242_at","SLY41","YOR307C"
"7519","8243_at","SNU66","YOR308C"
"7520","8244_i_at",NA,"YOR309C"
"7521","8245_r_at",NA,"YOR309C"
"7522","8246_s_at",NA,"YOR309C"
"7523","8247_at","NOP58","YOR310C"
"7524","8248_at","DGK1","YOR311C"
"7525","8249_at","SPS4","YOR313C"
"7526","8250_at",NA,"YOR314W"
"7527","8251_at","SFG1","YOR315W"
"7528","8252_at","CAF20","YOR276W"
"7529","8253_at",NA,"YOR277C"
"7530","8254_at","HEM4","YOR278W"
"7531","8255_at","RFM1","YOR279C"
"7532","8256_at","FSH3","YOR280C"
"7533","8257_at","PLP2","YOR281C"
"7534","8258_at",NA,"YOR282W"
"7535","8259_at",NA,"YOR283W"
"7536","8260_at","HUA2","YOR284W"
"7537","8261_at","RDL1","YOR285W"
"7538","8262_at","RDL2","YOR286W"
"7539","8263_at","RRP36","YOR287C"
"7540","8264_at","MPD1","YOR288C"
"7541","8265_at",NA,"YOR289W"
"7542","8266_at","SNF2","YOR290C"
"7543","8267_at","YPK9","YOR291W"
"7544","8268_at",NA,"YOR292C"
"7545","8269_f_at","RPS10A","YOR293W"
"7546","8270_f_at","RPS10A","YOR293W"
"7547","8271_at","RRS1","YOR294W"
"7548","8272_at","UAF30","YOR295W"
"7549","8273_at",NA,"YOR296W"
"7550","8274_at","NAT5","YOR253W"
"7551","8275_at","SEC63","YOR254C"
"7552","8276_at","OSW1","YOR255W"
"7553","8277_at","TRE2","YOR256C"
"7554","8278_at","CDC31","YOR257W"
"7555","8279_at","HNT3","YOR258W"
"7556","8280_at","RPT4","YOR259C"
"7557","8281_at","GCD1","YOR260W"
"7558","8282_at","RPN8","YOR261C"
"7559","8283_at","GPN2","YOR262W"
"7560","8284_at",NA,"YOR263C"
"7561","8285_at","DSE3","YOR264W"
"7562","8286_at","RBL2","YOR265W"
"7563","8287_at","PNT1","YOR266W"
"7564","8288_at","HRK1","YOR267C"
"7565","8289_at",NA,"YOR268C"
"7566","8290_at","PAC1","YOR269W"
"7567","8291_at","VPH1","YOR270C"
"7568","8292_at","FSF1","YOR271C"
"7569","8293_at","YTM1","YOR272W"
"7570","8294_at","TPO4","YOR273C"
"7571","8295_at","MOD5","YOR274W"
"7572","8296_at","RIM20","YOR275C"
"7573","8297_at","MKK1","YOR231W"
"7574","8298_at","MGE1","YOR232W"
"7575","8299_at","KIN4","YOR233W"
"7576","8300_f_at","RPL33B","YOR234C"
"7577","8301_at","IRC13","YOR235W"
"7578","8302_at","DFR1","YOR236W"
"7579","8303_at","HES1","YOR237W"
"7580","8304_at",NA,"YOR238W"
"7581","8305_at","ABP140","YOR239W"
"7582","8306_at",NA,NA
"7583","8307_at","MET7","YOR241W"
"7584","8308_at","SSP2","YOR242C"
"7585","8309_at","PUS7","YOR243C"
"7586","8310_at","ESA1","YOR244W"
"7587","8311_at","DGA1","YOR245C"
"7588","8312_at","ENV9","YOR246C"
"7589","8313_at","SRL1","YOR247W"
"7590","8314_g_at","SRL1","YOR247W"
"7591","8315_i_at",NA,"YOR248W"
"7592","8316_at","APC5","YOR249C"
"7593","8317_at","CLP1","YOR250C"
"7594","8318_at","TUM1","YOR251C"
"7595","8319_at","TMA16","YOR252W"
"7596","8320_at","NPT1","YOR209C"
"7597","8321_at","RPB10","YOR210W"
"7598","8322_at","MGM1","YOR211C"
"7599","8323_at","STE4","YOR212W"
"7600","8324_at","SAS5","YOR213C"
"7601","8325_at","SPR2","YOR214C"
"7602","8326_at","AIM41","YOR215C"
"7603","8327_at","RUD3","YOR216C"
"7604","8328_at","RFC1","YOR217W"
"7605","8329_at",NA,"YOR218C"
"7606","8330_at","STE13","YOR219C"
"7607","8331_at","RCN2","YOR220W"
"7608","8332_at","MCT1","YOR221C"
"7609","8333_at","MCT1","YOR221C"
"7610","8334_at","ODC2","YOR222W"
"7611","8335_at","DSC3","YOR223W"
"7612","8336_at","RPB8","YOR224C"
"7613","8337_at",NA,"YOR225W"
"7614","8338_at","ISU2","YOR226C"
"7615","8339_at","HER1","YOR227W"
"7616","8340_at","MCP1","YOR228C"
"7617","8341_at","WTM2","YOR229W"
"7618","8342_at","WTM1","YOR230W"
"7619","8343_at","TUF1","YOR187W"
"7620","8344_at","MSB1","YOR188W"
"7621","8345_at","IES4","YOR189W"
"7622","8346_at","SPR1","YOR190W"
"7623","8347_at","ULS1","YOR191W"
"7624","8348_i_at","THI72","YOR192C"
"7625","8349_f_at","THI72","YOR192C"
"7626","8350_at","PEX27","YOR193W"
"7627","8351_at","TOA1","YOR194C"
"7628","8352_at","SLK19","YOR195W"
"7629","8353_at","LIP5","YOR196C"
"7630","8354_at","MCA1","YOR197W"
"7631","8355_at","BFR1","YOR198C"
"7632","8356_at",NA,"YOR199W"
"7633","8357_at",NA,"YOR200W"
"7634","8358_at","MRM1","YOR201C"
"7635","8359_at","HIS3","YOR202W"
"7636","8360_at",NA,"YOR203W"
"7637","8361_at","DED1","YOR204W"
"7638","8362_at","GEP3","YOR205C"
"7639","8363_at","NOC2","YOR206W"
"7640","8364_at","RET1","YOR207C"
"7641","8365_at","PTP2","YOR208W"
"7642","8366_at","SEY1","YOR165W"
"7643","8367_at","SWT1","YOR166C"
"7644","8368_i_at","RPS28A","YOR167C"
"7645","8369_f_at","RPS28A","YOR167C"
"7646","8370_at","GLN4","YOR168W"
"7647","8371_at",NA,"YOR169C"
"7648","8372_at",NA,"YOR170W"
"7649","8373_at","LCB4","YOR171C"
"7650","8374_at","YRM1","YOR172W"
"7651","8375_at","DCS2","YOR173W"
"7652","8376_at","MED4","YOR174W"
"7653","8377_at","ALE1","YOR175C"
"7654","8378_at","HEM15","YOR176W"
"7655","8379_at","MPC54","YOR177C"
"7656","8380_at","GAC1","YOR178C"
"7657","8381_at","SYC1","YOR179C"
"7658","8382_at","DCI1","YOR180C"
"7659","8383_at","LAS17","YOR181W"
"7660","8384_f_at","RPS30B","YOR182C"
"7661","8385_at","FYV12","YOR183W"
"7662","8386_at","SER1","YOR184W"
"7663","8387_at","GSP2","YOR185C"
"7664","8388_at",NA,"YOR186W"
"7665","8389_at","LSC1","YOR142W"
"7666","8390_at","THI80","YOR143C"
"7667","8391_at","ELG1","YOR144C"
"7668","8392_at","PNO1","YOR145C"
"7669","8393_at",NA,"YOR146W"
"7670","8394_at","MDM32","YOR147W"
"7671","8395_at","SPP2","YOR148C"
"7672","8396_at","SMP3","YOR149C"
"7673","8397_at","MRPL23","YOR150W"
"7674","8398_at","RPB2","YOR151C"
"7675","8399_at","ATG40","YOR152C"
"7676","8400_at","PDR5","YOR153W"
"7677","8401_at","SLP1","YOR154W"
"7678","8402_at","ISN1","YOR155C"
"7679","8403_at","NFI1","YOR156C"
"7680","8404_at","PUP1","YOR157C"
"7681","8405_at","PET123","YOR158W"
"7682","8406_at","SME1","YOR159C"
"7683","8407_at","MTR10","YOR160W"
"7684","8408_at","PNS1","YOR161C"
"7685","8409_at","YRR1","YOR162C"
"7686","8410_at","DDP1","YOR163W"
"7687","8411_at","GET4","YOR164C"
"7688","8412_at","GCY1","YOR120W"
"7689","8413_at",NA,"YOR121C"
"7690","8414_at","PFY1","YOR122C"
"7691","8415_at","LEO1","YOR123C"
"7692","8416_at","UBP2","YOR124C"
"7693","8417_at","CAT5","YOR125C"
"7694","8418_at","IAH1","YOR126C"
"7695","8419_at","RGA1","YOR127W"
"7696","8420_at","ADE2","YOR128C"
"7697","8421_at","AFI1","YOR129C"
"7698","8422_at","ORT1","YOR130C"
"7699","8423_at",NA,"YOR131C"
"7700","8424_at","VPS17","YOR132W"
"7701","8425_s_at","EFT1","YOR133W"
"7702","8426_at","BAG7","YOR134W"
"7703","8427_at","IRC14","YOR135C"
"7704","8428_at","IDH2","YOR136W"
"7705","8429_at","SIA1","YOR137C"
"7706","8430_at","RUP1","YOR138C"
"7707","8431_at",NA,"YOR139C"
"7708","8432_at","SFL1","YOR140W"
"7709","8433_at","ARP8","YOR141C"
"7710","8434_at",NA,"YOR097C"
"7711","8435_at","NUP1","YOR098C"
"7712","8436_at","KTR1","YOR099W"
"7713","8437_at","CRC1","YOR100C"
"7714","8438_at","RAS1","YOR101W"
"7715","8439_at",NA,"YOR102W"
"7716","8440_at","OST2","YOR103C"
"7717","8441_at","PIN2","YOR104W"
"7718","8442_g_at","PIN2","YOR104W"
"7719","8443_at","VAM3","YOR106W"
"7720","8444_at","RGS2","YOR107W"
"7721","8445_at","LEU9","YOR108W"
"7722","8446_at","INP53","YOR109W"
"7723","8447_at","TFC7","YOR110W"
"7724","8448_at",NA,"YOR111W"
"7725","8449_at","CEX1","YOR112W"
"7726","8450_at","AZF1","YOR113W"
"7727","8451_at",NA,"YOR114W"
"7728","8452_at","TRS33","YOR115C"
"7729","8453_at","RPO31","YOR116C"
"7730","8454_at","RPT5","YOR117W"
"7731","8455_at","RTC5","YOR118W"
"7732","8456_at","RIO1","YOR119C"
"7733","8457_at","SKI7","YOR076C"
"7734","8458_at","RTS2","YOR077W"
"7735","8459_at","BUD21","YOR078W"
"7736","8460_at","ATX2","YOR079C"
"7737","8461_at","DIA2","YOR080W"
"7738","8462_at","TGL5","YOR081C"
"7739","8463_at",NA,"YOR082C"
"7740","8464_at","WHI5","YOR083W"
"7741","8465_at","LPX1","YOR084W"
"7742","8466_at","OST3","YOR085W"
"7743","8467_at","TCB1","YOR086C"
"7744","8468_at","YVC1","YOR087W"
"7745","8469_g_at","YVC1","YOR087W"
"7746","8470_at",NA,NA
"7747","8471_at","VPS21","YOR089C"
"7748","8472_at","PTC5","YOR090C"
"7749","8473_at","TMA46","YOR091W"
"7750","8474_at","ECM3","YOR092W"
"7751","8475_at","CMR2","YOR093C"
"7752","8476_at","ARF3","YOR094W"
"7753","8477_at","RKI1","YOR095C"
"7754","8478_at","RPS7A","YOR096W"
"7755","8479_at","RPS7A","YOR096W"
"7756","8480_at","TMC1","YOR052C"
"7757","8481_at",NA,"YOR053W"
