"","PROBEID","GENENAME","ORF"
"714","10713_at","PRR1","YKL116C"
"715","10714_at","RCN1","YKL159C"
"716","10715_at",NA,NA
"717","10716_at","APE2","YKL157W"
"718","10717_at","RPS27A","YKL156W"
"719","10718_at","RSM22","YKL155C"
"720","10719_at","SRP102","YKL154W"
"721","10720_at",NA,"YKL153W"
"722","10721_at","GPM1","YKL152C"
"723","10722_at","NNR2","YKL151C"
"724","10723_at","MCR1","YKL150W"
"725","10724_at","DBR1","YKL149C"
"726","10725_at","SDH1","YKL148C"
"727","10726_at",NA,"YKL147C"
"728","10727_at","AVT3","YKL146W"
"729","10728_at","RPT1","YKL145W"
"730","10729_at","RPC25","YKL144C"
"731","10730_at","LTV1","YKL143W"
"732","10731_at","MRP8","YKL142W"
"733","10732_at","SDH3","YKL141W"
"734","10733_at","TGL1","YKL140W"
"735","10734_at","CTK1","YKL139W"
"736","10735_at","MRPL31","YKL138C"
"737","10736_at","CMC1","YKL137W"
"738","10737_at","PRS1","YKL181W"
"739","10738_i_at","RPL17A","YKL180W"
"740","10739_f_at","RPL17A","YKL180W"
"741","10740_at","COY1","YKL179C"
"742","10741_at","STE3","YKL178C"
"743","10742_at",NA,"YKL177W"
"744","10743_at","LST4","YKL176C"
"745","10744_at","ZRT3","YKL175W"
"746","10745_at","TPO5","YKL174C"
"747","10746_at","SNU114","YKL173W"
"748","10747_at","EBP2","YKL172W"
"749","10748_at","NNK1","YKL171W"
"750","10749_at","MRPL38","YKL170W"
"751","10750_at",NA,"YKL169C"
"752","10751_at","KKQ8","YKL168C"
"753","10752_at","MRP49","YKL167C"
"754","10753_at","TPK3","YKL166C"
"755","10754_at","MCD4","YKL165C"
"756","10755_at","PIR1","YKL164C"
"757","10756_at","PIR3","YKL163W"
"758","10757_at",NA,"YKL162C"
"759","10758_at","KDX1","YKL161C"
"760","10759_at","ELF1","YKL160W"
"761","10760_at","ADD66","YKL206C"
"762","10761_at","LOS1","YKL205W"
"763","10762_at","EAP1","YKL204W"
"764","10763_at","TOR2","YKL203C"
"765","10764_at",NA,"YKL202W"
"766","10765_at","PEX1","YKL197C"
"767","10766_at","YKT6","YKL196C"
"768","10767_at","MIA40","YKL195W"
"769","10768_at","MST1","YKL194C"
"770","10769_at","SDS22","YKL193C"
"771","10770_at","ACP1","YKL192C"
"772","10771_at","DPH2","YKL191W"
"773","10772_at","CNB1","YKL190W"
"774","10773_at","CNB1","YKL190W"
"775","10774_at","HYM1","YKL189W"
"776","10775_at","PXA2","YKL188C"
"777","10776_at","FAT3","YKL187C"
"778","10777_at","MTR2","YKL186C"
"779","10778_at","ASH1","YKL185W"
"780","10779_at","SPE1","YKL184W"
"781","10780_at","LOT5","YKL183W"
"782","10781_at","FAS1","YKL182W"
"783","10782_at",NA,NA
"784","10783_at",NA,NA
"785","10784_at",NA,NA
"786","10785_at",NA,NA
"787","10786_i_at","CEN10","CEN10"
"788","10787_at",NA,NA
"789","10788_at",NA,NA
"790","10789_f_at","PAU16","YKL224C"
"791","10790_at",NA,"YKL222C"
"792","10791_at","MCH2","YKL221W"
"793","10792_at","FRE2","YKL220C"
"794","10793_at","COS9","YKL219W"
"795","10794_at","SRY1","YKL218C"
"796","10795_at","JEN1","YKL217W"
"797","10796_at","URA1","YKL216W"
"798","10797_at","OXP1","YKL215C"
"799","10798_at","YRA2","YKL214C"
"800","10799_at","DOA1","YKL213C"
"801","10800_at","SAC1","YKL212W"
"802","10801_at","TRP3","YKL211C"
"803","10802_at","UBA1","YKL210W"
"804","10803_at","STE6","YKL209C"
"805","10804_at","CBT1","YKL208W"
"806","10805_at","EMC3","YKL207W"
"807","10806_at",NA,NA
"808","10807_at",NA,NA
"809","10808_at",NA,NA
"810","10809_g_at",NA,NA
"811","10810_i_at",NA,NA
"812","10811_at",NA,NA
"813","10812_s_at",NA,NA
"814","10813_s_at",NA,NA
"815","10814_s_at",NA,NA
"816","10815_at",NA,NA
"817","10816_at",NA,NA
"818","10817_at",NA,NA
"819","10818_at",NA,NA
"820","10819_at",NA,NA
"821","10820_at",NA,NA
"822","10821_g_at",NA,NA
"823","10822_at",NA,NA
"824","10823_at",NA,NA
"825","10824_at",NA,NA
"826","10825_at",NA,NA
"827","10826_at",NA,NA
"828","10827_s_at",NA,NA
"829","10828_at",NA,NA
"830","10829_at",NA,NA
"831","10830_at",NA,NA
"832","10831_s_at",NA,NA
"833","10832_s_at",NA,NA
"834","10833_at",NA,NA
"835","10834_at",NA,NA
"836","10835_at",NA,NA
"837","10836_at",NA,NA
"838","10837_at",NA,NA
"839","10838_at",NA,NA
"840","10839_at",NA,NA
"841","10840_at",NA,NA
"842","10841_at",NA,NA
"843","10842_at",NA,NA
"844","10843_at",NA,NA
"845","10844_at",NA,NA
"846","10845_at",NA,NA
"847","10846_at",NA,NA
"848","10847_at",NA,NA
"849","10848_at",NA,NA
"850","10849_at",NA,NA
"851","10850_at",NA,NA
"852","10851_at",NA,"YJR149W"
"853","10852_at","DAN1","YJR150C"
"854","10853_at","DAN4","YJR151C"
"855","10854_at","DAL5","YJR152W"
"856","10855_at","PGU1","YJR153W"
"857","10856_at",NA,"YJR154W"
"858","10857_at","AAD10","YJR155W"
"859","10858_s_at","THI11","YJR156C"
"860","10859_at",NA,"YJR157W"
"861","10860_s_at","HXT16","YJR158W"
"862","10861_s_at","SOR1","YJR159W"
"863","10862_s_at","MPH3","YJR160C"
"864","10863_i_at",NA,"YJL136W-A"
"865","10864_r_at",NA,"YJL136W-A"
"866","10865_at",NA,NA
"867","10866_at","TIM8","YJR135W-A"
"868","10867_s_at","BUD4","YJR092W"
"869","10868_at",NA,NA
"870","10869_at",NA,NA
"871","10870_i_at",NA,NA
"872","10871_s_at",NA,NA
"873","10872_at",NA,NA
"874","10873_at",NA,NA
"875","10874_at",NA,NA
"876","10875_at","RSF2","YJR127C"
"877","10876_at",NA,"YJR128W"
"878","10877_at","EFM3","YJR129C"
"879","10878_at","STR2","YJR130C"
"880","10879_at","MNS1","YJR131W"
"881","10880_at","NMD5","YJR132W"
"882","10881_at","XPT1","YJR133W"
"883","10882_at","SGM1","YJR134C"
"884","10883_at","MCM22","YJR135C"
"885","10884_at","TTI2","YJR136C"
"886","10885_at","MET5","YJR137C"
"887","10886_at","IML1","YJR138W"
"888","10887_at","HOM6","YJR139C"
"889","10888_at","HIR3","YJR140C"
"890","10889_at","IPA1","YJR141W"
"891","10890_at",NA,"YJR142W"
"892","10891_at","PMT4","YJR143C"
"893","10892_at","MGM101","YJR144W"
"894","10893_s_at","RPS4A","YJR145C"
"895","10894_at",NA,"YJR146W"
"896","10895_at","HMS2","YJR147W"
"897","10896_at","BAT2","YJR148W"
"898","10897_at","SOD1","YJR104C"
"899","10898_at","ADO1","YJR105W"
"900","10899_at","ECM27","YJR106W"
"901","10900_at","LIH1","YJR107W"
"902","10901_at","ABM1","YJR108W"
"903","10902_at","CPA2","YJR109C"
"904","10903_at","YMR1","YJR110W"
"905","10904_at","PXP2","YJR111C"
"906","10905_at","NNF1","YJR112W"
"907","10906_at","RSM7","YJR113C"
"908","10907_at",NA,"YJR114W"
"909","10908_at",NA,"YJR115W"
"910","10909_at","TDA4","YJR116W"
"911","10910_at","STE24","YJR117W"
"912","10911_at","ILM1","YJR118C"
"913","10912_at","JHD2","YJR119C"
"914","10913_at",NA,"YJR120W"
"915","10914_at","ATP2","YJR121W"
"916","10915_at","IBA57","YJR122W"
"917","10916_at","RPS5","YJR123W"
"918","10917_at",NA,"YJR124C"
"919","10918_at","ENT3","YJR125C"
"920","10919_at","VPS70","YJR126C"
"921","10920_at",NA,"YJR079W"
"922","10921_at","EAF6","YJR082C"
"923","10922_at","ACF4","YJR083C"
"924","10923_at",NA,"YJR084W"
"925","10924_at",NA,"YJR085C"
"926","10925_at","STE18","YJR086W"
"927","10926_at",NA,"YJR087W"
"928","10927_at","EMC2","YJR088C"
"929","10928_at","BIR1","YJR089W"
"930","10929_at","GRR1","YJR090C"
"931","10930_at","JSN1","YJR091C"
"932","10931_at","FIP1","YJR093C"
"933","10932_at","IME1","YJR094C"
"934","10933_at","RPL43B","YJR094W-A"
"935","10934_at","SFC1","YJR095W"
"936","10935_at",NA,"YJR096W"
"937","10936_at","JJJ3","YJR097W"
"938","10937_at",NA,"YJR098C"
"939","10938_at","YUH1","YJR099W"
"940","10939_at","AIM25","YJR100C"
"941","10940_at","RSM26","YJR101W"
"942","10941_at","VPS25","YJR102C"
"943","10942_at","URA8","YJR103W"
"944","10943_at","PTK2","YJR059W"
"945","10944_at","CBF1","YJR060W"
"946","10945_at",NA,"YJR061W"
"947","10946_at","NTA1","YJR062C"
"948","10947_at","RPA12","YJR063W"
"949","10948_at","CCT5","YJR064W"
"950","10949_at","ARP3","YJR065C"
"951","10950_at","TOR1","YJR066W"
"952","10951_at","YAE1","YJR067C"
"953","10952_at","RFC2","YJR068W"
"954","10953_at","HAM1","YJR069C"
"955","10954_at","LIA1","YJR070C"
"956","10955_at",NA,"YJR071W"
"957","10956_at","NPA3","YJR072C"
"958","10957_at","OPI3","YJR073C"
"959","10958_at","MOG1","YJR074W"
"960","10959_at","HOC1","YJR075W"
"961","10960_at","CDC11","YJR076C"
"962","10961_at","MIR1","YJR077C"
"963","10962_at","BNA2","YJR078W"
"964","10963_at",NA,"YJR079W"
"965","10964_at","AIM24","YJR080C"
"966","10965_at","HUL4","YJR036C"
"967","10966_at",NA,"YJR037W"
"968","10967_at",NA,"YJR038C"
"969","10968_at",NA,"YJR039W"
"970","10969_at","GEF1","YJR040W"
"971","10970_at","URB2","YJR041C"
"972","10971_at","NUP85","YJR042W"
"973","10972_at","POL32","YJR043C"
"974","10973_at","VPS55","YJR044C"
"975","10974_at","SSC1","YJR045C"
"976","10975_at","TAH11","YJR046W"
"977","10976_at","ANB1","YJR047C"
"978","10977_at","CYC1","YJR048W"
"979","10978_at","UTR1","YJR049C"
"980","10979_at","ISY1","YJR050W"
"981","10980_at","OSM1","YJR051W"
"982","10981_at","RAD7","YJR052W"
"983","10982_at","BFA1","YJR053W"
"984","10983_at","KCH1","YJR054W"
"985","10984_at","HIT1","YJR055W"
"986","10985_at",NA,"YJR056C"
"987","10986_at","CDC8","YJR057W"
"988","10987_at","APS2","YJR058C"
"989","10988_at",NA,"YJR011C"
"990","10989_at",NA,"YJR012C"
"991","10990_at","GPI14","YJR013W"
"992","10991_at","TMA22","YJR014W"
"993","10992_at",NA,"YJR015W"
"994","10993_at","ILV3","YJR016C"
"995","10994_at","ESS1","YJR017C"
"996","10995_at",NA,"YJR018W"
"997","10996_at","TES1","YJR019C"
"998","10997_at",NA,"YJR020W"
"999","10998_at","REC107","YJR021C"
"1000","10999_at","REC107","YJR021C"
"1001","11000_at","LSM8","YJR022W"
"1002","11001_at",NA,"YJR023C"
"1003","11002_at","MDE1","YJR024C"
"1004","11003_at","BNA1","YJR025C"
"1005","11004_at","RBH2","YJR030C"
"1006","11005_at","GEA1","YJR031C"
"1007","11006_at","CPR7","YJR032W"
"1008","11007_at","RAV1","YJR033C"
"1009","11008_at","PET191","YJR034W"
"1010","11009_at","RAD26","YJR035W"
"1011","11010_at","RPC17","YJL011C"
"1012","11011_at","NOP9","YJL010C"
"1013","11012_at",NA,"YJL009W"
"1014","11013_at","CCT8","YJL008C"
"1015","11014_at",NA,"YJL007C"
"1016","11015_at","CTK2","YJL006C"
"1017","11016_at","CYR1","YJL005W"
"1018","11017_at","SYS1","YJL004C"
"1019","11018_at","COX16","YJL003W"
"1020","11019_at","OST1","YJL002C"
"1021","11020_i_at","PRE3","YJL001W"
"1022","11021_f_at","PRE3","YJL001W"
"1023","11022_at","PRE3","YJL001W"
"1024","11023_at","AVT1","YJR001W"
"1025","11024_at","MPP10","YJR002W"
"1026","11025_at","MRX12","YJR003C"
"1027","11026_at","SAG1","YJR004C"
"1028","11027_at","APL1","YJR005W"
"1029","11028_at","POL31","YJR006W"
"1030","11029_at","SUI2","YJR007W"
"1031","11030_at","MHO1","YJR008W"
"1032","11031_s_at","TDH2","YJR009C"
"1033","11032_at","MET3","YJR010W"
"1034","11033_at","SPC1","YJR010C-A"
"1035","11034_at","HCA4","YJL033W"
"1036","11035_at",NA,"YJL032W"
"1037","11036_at","BET4","YJL031C"
"1038","11037_at","MAD2","YJL030W"
"1039","11038_at","VPS53","YJL029C"
"1040","11039_at",NA,"YJL028W"
"1041","11040_at",NA,"YJL027C"
"1042","11041_at","RNR2","YJL026W"
"1043","11042_at","RRN7","YJL025W"
"1044","11043_at","APS3","YJL024C"
"1045","11044_at","PET130","YJL023C"
"1046","11045_at",NA,"YJL022W"
"1047","11046_at",NA,NA
"1048","11047_at","BBC1","YJL020C"
"1049","11048_at","MPS3","YJL019W"
"1050","11049_g_at","MPS3","YJL019W"
"1051","11050_at",NA,NA
"1052","11051_at",NA,NA
"1053","11052_at","TPH3","YJL016W"
"1054","11053_at",NA,"YJL015C"
"1055","11054_at","CCT3","YJL014W"
"1056","11055_at","MAD3","YJL013C"
"1057","11056_at","VTC4","YJL012C"
"1058","11057_at",NA,"YJL055W"
"1059","11058_at","TIM54","YJL054W"
"1060","11059_at","PEP8","YJL053W"
"1061","11060_at","TDH1","YJL052W"
"1062","11061_g_at","TDH1","YJL052W"
"1063","11062_at","IRC8","YJL051W"
"1064","11063_at","MTR4","YJL050W"
"1065","11064_at","CHM7","YJL049W"
"1066","11065_at","UBX6","YJL048C"
"1067","11066_at","RTT101","YJL047C"
"1068","11067_at","AIM22","YJL046W"
"1069","11068_at",NA,"YJL045W"
"1070","11069_at","GYP6","YJL044C"
"1071","11070_at",NA,"YJL043W"
"1072","11071_at","MHP1","YJL042W"
"1073","11072_at","NSP1","YJL041W"
"1074","11073_at","NUP192","YJL039C"
"1075","11074_at","LOH1","YJL038C"
"1076","11075_at","IRC18","YJL037W"
"1077","11076_at","SNX4","YJL036W"
"1078","11077_at","TAD2","YJL035C"
"1079","11078_at","KAR2","YJL034W"
"1080","11079_at","PRY3","YJL078C"
"1081","11080_at","ICS3","YJL077C"
"1082","11081_at","NET1","YJL076W"
"1083","11082_at","APQ13","YJL075C"
"1084","11083_at","SMC3","YJL074C"
"1085","11084_at","JEM1","YJL073W"
"1086","11085_at","PSF2","YJL072C"
"1087","11086_at","ARG2","YJL071W"
"1088","11087_at",NA,"YJL070C"
"1089","11088_at","UTP18","YJL069C"
"1090","11089_at",NA,"YJL068C"
"1091","11090_at",NA,"YJL067W"
"1092","11091_at","MPM1","YJL066C"
"1093","11092_at","DLS1","YJL065C"
"1094","11093_at",NA,"YJL064W"
"1095","11094_at","MRPL8","YJL063C"
"1096","11095_at","LAS21","YJL062W"
"1097","11096_at","NUP82","YJL061W"
"1098","11097_at","BNA3","YJL060W"
"1099","11098_at","YHC3","YJL059W"
"1100","11099_at","BIT61","YJL058C"
"1101","11100_at","IKS1","YJL057C"
"1102","11101_at","ZAP1","YJL056C"
"1103","11102_at","LSB6","YJL100W"
"1104","11103_at","CHS6","YJL099W"
"1105","11104_at","SAP185","YJL098W"
"1106","11105_at","PHS1","YJL097W"
"1107","11106_at","MRPL49","YJL096W"
"1108","11107_at","BCK1","YJL095W"
"1109","11108_at","KHA1","YJL094C"
"1110","11109_at","TOK1","YJL093C"
"1111","11110_at","SRS2","YJL092W"
"1112","11111_at","GWT1","YJL091C"
"1113","11112_at","DPB11","YJL090C"
"1114","11113_at","SIP4","YJL089W"
"1115","11114_at","ARG3","YJL088W"
"1116","11115_at","TRL1","YJL087C"
"1117","11116_at",NA,"YJL086C"
"1118","11117_at","EXO70","YJL085W"
"1119","11118_at","ALY2","YJL084C"
"1120","11119_at","TAX4","YJL083W"
"1121","11120_at","IML2","YJL082W"
"1122","11121_at","ARP4","YJL081C"
"1123","11122_at","SCP160","YJL080C"
"1124","11123_at","PRY1","YJL079C"
"1125","11124_at","GCD14","YJL125C"
"1126","11125_at","LSM1","YJL124C"
"1127","11126_at","MTC1","YJL123C"
"1128","11127_at","ALB1","YJL122W"
"1129","11128_at","RPE1","YJL121C"
"1130","11129_at",NA,"YJL120W"
"1131","11130_at",NA,"YJL119C"
"1132","11131_at",NA,"YJL118W"
"1133","11132_at","PHO86","YJL117W"
"1134","11133_at","NCA3","YJL116C"
"1135","11134_at","ASF1","YJL115W"
"1136","11135_at","MDV1","YJL112W"
"1137","11136_at","CCT7","YJL111W"
"1138","11137_at","GZF3","YJL110C"
"1139","11138_at","UTP10","YJL109C"
"1140","11139_at","PRM10","YJL108C"
"1141","11140_at",NA,"YJL107C"
"1142","11141_at","IME2","YJL106W"
"1143","11142_at","SET4","YJL105W"
"1144","11143_at","PAM16","YJL104W"
"1145","11144_at","GSM1","YJL103C"
"1146","11145_at","MEF2","YJL102W"
"1147","11146_at","GSH1","YJL101C"
"1148","11147_at","IDS2","YJL146W"
"1149","11148_at","SFH5","YJL145W"
"1150","11149_at",NA,"YJL144W"
"1151","11150_at","TIM17","YJL143W"
"1152","11151_at","IRC9","YJL142C"
"1153","11152_g_at","IRC9","YJL142C"
"1154","11153_at","YAK1","YJL141C"
"1155","11154_at","RPB4","YJL140W"
"1156","11155_at","YUR1","YJL139C"
"1157","11156_s_at","TIF2","YJL138C"
"1158","11157_at","GLG2","YJL137C"
"1159","11158_i_at","RPS21B","YJL136C"
"1160","11159_s_at","RPS21B","YJL136C"
"1161","11160_at",NA,"YJL135W"
"1162","11161_at","LCB3","YJL134W"
"1163","11162_at","MRS3","YJL133W"
"1164","11163_at",NA,"YJL132W"
"1165","11164_at","AIM23","YJL131C"
"1166","11165_at","URA2","YJL130C"
"1167","11166_at","TRK1","YJL129C"
"1168","11167_at","PBS2","YJL128C"
"1169","11168_at","SPT10","YJL127C"
"1170","11169_at","NIT2","YJL126W"
"1171","11170_at","SET2","YJL168C"
"1172","11171_at","ERG20","YJL167W"
"1173","11172_at","QCR8","YJL166W"
"1174","11173_at","HAL5","YJL165C"
"1175","11174_at","TPK1","YJL164C"
"1176","11175_at",NA,"YJL163C"
"1177","11176_at","JJJ2","YJL162C"
"1178","11177_at","FMP33","YJL161W"
"1179","11178_at","PIR5","YJL160C"
"1180","11179_at","HSP150","YJL159W"
"1181","11180_at","CIS3","YJL158C"
"1182","11181_at","FAR1","YJL157C"
"1183","11182_at","SSY5","YJL156C"
"1184","11183_at","FBP26","YJL155C"
"1185","11184_at","VPS35","YJL154C"
"1186","11185_at","INO1","YJL153C"
"1187","11186_at",NA,"YJL152W"
"1188","11187_at","SNA3","YJL151C"
"1189","11188_at",NA,"YJL150W"
"1190","11189_at","DAS1","YJL149W"
"1191","11190_at","RPA34","YJL148W"
"1192","11191_at","MRX5","YJL147C"
"1193","11192_at","BUD19","YJL188C"
"1194","11193_at","SWE1","YJL187C"
"1195","11194_at","MNN5","YJL186W"
"1196","11195_at","ATG36","YJL185C"
"1197","11196_at","GON7","YJL184W"
"1198","11197_at","MNN11","YJL183W"
"1199","11198_at",NA,"YJL182C"
"1200","11199_at","RBH1","YJL181W"
"1201","11200_at","ATP12","YJL180C"
"1202","11201_at","PFD1","YJL179W"
"1203","11202_at","ATG27","YJL178C"
"1204","11203_i_at","RPL17B","YJL177W"
"1205","11204_s_at","RPL17B","YJL177W"
"1206","11205_i_at","RPL17B","YJL177W"
"1207","11206_f_at","RPL17B","YJL177W"
"1208","11207_at","SWI3","YJL176C"
"1209","11208_at",NA,"YJL175W"
"1210","11209_at","KRE9","YJL174W"
"1211","11210_at","RFA3","YJL173C"
"1212","11211_at","CPS1","YJL172W"
"1213","11212_at","TOH1","YJL171C"
"1214","11213_at","ASG7","YJL170C"
"1215","11214_at",NA,"YJL169W"
"1216","11215_at",NA,"YJL211C"
"1217","11216_at","PEX2","YJL210W"
"1218","11217_at","CBP1","YJL209W"
"1219","11218_at","NUC1","YJL208C"
"1220","11219_at","LAA1","YJL207C"
"1221","11220_at",NA,"YJL206C"
"1222","11221_at",NA,NA
"1223","11222_at","RCY1","YJL204C"
"1224","11223_at","PRP21","YJL203W"
"1225","11224_at",NA,"YJL202C"
"1226","11225_at","ECM25","YJL201W"
"1227","11226_at","ACO2","YJL200C"
"1228","11227_at","MBB1","YJL199C"
"1229","11228_at","PHO90","YJL198W"
"1230","11229_at","UBP12","YJL197W"
"1231","11230_at","ELO1","YJL196C"
"1232","11231_at",NA,"YJL195C"
"1233","11232_at","CDC6","YJL194W"
"1234","11233_at",NA,"YJL193W"
"1235","11234_at","SOP4","YJL192C"
"1236","11235_at","RPS14B","YJL191W"
"1237","11236_at","RPS22A","YJL190C"
"1238","11237_at","RPL39","YJL189W"
"1239","11238_at",NA,NA
"1240","11239_at",NA,NA
"1241","11240_s_at",NA,NA
"1242","11241_at",NA,NA
"1243","11242_f_at",NA,NA
"1244","11243_s_at",NA,NA
"1245","11244_s_at",NA,NA
"1246","11245_i_at","CEN1","CEN1"
"1247","11246_r_at","CEN1","CEN1"
"1248","11247_s_at",NA,"YJL225C"
"1249","11248_s_at",NA,"YJL225C"
"1250","11249_f_at","PAU1","YJL223C"
"1251","11250_s_at","VTH2","YJL222W"
"1252","11251_s_at","IMA4","YJL221C"
"1253","11252_s_at",NA,"YJL220W"
"1254","11253_s_at","HXT9","YJL219W"
"1255","11254_at",NA,"YJL218W"
"1256","11255_at","REE1","YJL217W"
"1257","11256_at","IMA5","YJL216C"
"1258","11257_at",NA,"YJL215C"
"1259","11258_at","HXT8","YJL214W"
"1260","11259_at",NA,"YJL213W"
"1261","11260_at","OPT1","YJL212C"
"1262","11261_at",NA,"YAR070C"
"1263","11262_s_at","PHO11","YAR071W"
"1264","11263_f_at","IMD1","YAR073W"
"1265","11264_f_at",NA,"YAR075W"
"1266","11265_i_at",NA,"YAL069W"
"1267","11266_f_at",NA,"YAL069W"
"1268","11267_at",NA,"YAL037C-A"
"1269","11268_at",NA,NA
"1270","11269_at",NA,NA
"1271","11270_at",NA,NA
"1272","11271_at",NA,NA
"1273","11272_at",NA,NA
"1274","11273_at",NA,NA
"1275","11274_at",NA,NA
"1276","11275_at",NA,NA
"1277","11276_at",NA,NA
"1278","11277_at",NA,NA
"1279","11278_f_at",NA,NA
"1280","11279_s_at",NA,NA
"1281","11280_at",NA,NA
"1282","11281_at",NA,NA
"1283","11282_i_at",NA,NA
"1284","11283_r_at",NA,NA
"1285","11284_f_at",NA,NA
"1286","11285_at",NA,NA
"1287","11286_at",NA,NA
"1288","11287_f_at","PAU7","YAR020C"
"1289","11288_at",NA,"YAR023C"
"1290","11289_at","UIP3","YAR027W"
"1291","11290_at",NA,"YAR028W"
"1292","11291_at",NA,"YAR029W"
"1293","11292_at",NA,"YAR030C"
"1294","11293_at","PRM9","YAR031W"
"1295","11294_g_at","PRM9","YAR031W"
"1296","11295_r_at","MST28","YAR033W"
"1297","11296_s_at","MST28","YAR033W"
"1298","11297_at","YAT1","YAR035W"
"1299","11298_at","SWH1","YAR042W"
"1300","11299_at",NA,NA
"1301","11300_at",NA,"YAR047C"
"1302","11301_i_at","FLO1","YAR050W"
"1303","11302_at",NA,"YAR053W"
"1304","11303_s_at",NA,"YAR060C"
"1305","11304_at",NA,"YAR061W"
"1306","11305_s_at",NA,NA
"1307","11306_at",NA,"YAR064W"
"1308","11307_s_at",NA,"YAR066W"
"1309","11308_s_at",NA,"YAR068W"
"1310","11309_at",NA,"YAR069C"
"1311","11310_at","SWC3","YAL011W"
"1312","11311_at","MDM10","YAL010C"
"1313","11312_at","SPO7","YAL009W"
"1314","11313_at","FUN14","YAL008W"
"1315","11314_at","ERP2","YAL007C"
"1316","11315_i_at","SSA1","YAL005C"
"1317","11316_r_at","SSA1","YAL005C"
"1318","11317_s_at","SSA1","YAL005C"
"1319","11318_at",NA,"YAL004W"
"1320","11319_at","EFB1","YAL003W"
"1321","11320_at","EFB1","YAL003W"
"1322","11321_at","VPS8","YAL002W"
"1323","11322_at","TFC3","YAL001C"
"1324","11323_at","TFC3","YAL001C"
"1325","11324_at","NUP60","YAR002W"
"1326","11325_at","ERP1","YAR002C-A"
"1327","11326_at","SWD1","YAR003W"
"1328","11327_at","RFA1","YAR007C"
"1329","11328_at","SEN34","YAR008W"
"1330","11329_at","BUD14","YAR014C"
"1331","11330_at","ADE1","YAR015W"
"1332","11331_at","KIN3","YAR018C"
"1333","11332_at","CDC15","YAR019C"
"1334","11333_at","POP5","YAL033W"
"1335","11334_at","PRP45","YAL032C"
"1336","11335_at","GIP4","YAL031C"
"1337","11336_at","SNC1","YAL030W"
"1338","11337_at","SNC1","YAL030W"
"1339","11338_at","MYO4","YAL029C"
"1340","11339_at","FRT2","YAL028W"
"1341","11340_at","SAW1","YAL027W"
"1342","11341_at","DRS2","YAL026C"
"1343","11342_at","MAK16","YAL025C"
"1344","11343_at","LTE1","YAL024C"
"1345","11344_at","PMT2","YAL023C"
"1346","11345_at","FUN26","YAL022C"
"1347","11346_at","CCR4","YAL021C"
"1348","11347_at","ATS1","YAL020C"
"1349","11348_at","FUN30","YAL019W"
"1350","11349_at","LDS1","YAL018C"
"1351","11350_at","PSK1","YAL017W"
"1352","11351_at","TPD3","YAL016W"
"1353","11352_at","NTG1","YAL015C"
"1354","11353_at","SYN8","YAL014C"
"1355","11354_at","DEP1","YAL013W"
"1356","11355_at","CYS3","YAL012W"
"1357","11356_at","ACS1","YAL054C"
"1358","11357_at","FLC2","YAL053W"
"1359","11358_at","OAF1","YAL051W"
"1360","11359_at","AIM2","YAL049C"
"1361","11360_at","GEM1","YAL048C"
"1362","11361_at","SPC72","YAL047C"
"1363","11362_at","BOL3","YAL046C"
"1364","11363_at",NA,"YAL045C"
"1365","11364_at","GCV3","YAL044C"
"1366","11365_at","PTA1","YAL043C"
"1367","11366_at",NA,NA
"1368","11367_at","ERV46","YAL042W"
"1369","11368_at","CDC24","YAL041W"
"1370","11369_at","CLN3","YAL040C"
"1371","11370_at","CYC3","YAL039C"
"1372","11371_at","CDC19","YAL038W"
"1373","11372_at",NA,"YAL037W"
